Country,Edition,Fixed-line broadband subscribers,Mobile subscribers,Gender gap in internet access,Gender gap in mobile phone access,Average mobile latency,Bandwidth capacity,Internet exchange points,Urban electricity access,Rural electricity access,Smartphone cost (handset),"Average revenue per user (ARPU, annualized)",e-Entertainment usage,Nominal GDP,Population,Urban population,GNI per capita,GINI coefficient,Population under the poverty line,Total electricity access,Percentage of schools with Internet access,Global Peace Index,Democracy Index,Internet users (population),Offline population,Internet access gender gap,Mobile phone access gender gap,Internet users (percent of population),Male internet users,Female internet users,Male mobile phone subscribers,Female mobile phone subscribers,Total fixed line broadband subscribers,Year,Income Class,Mobile subscribers (Percentage),Offline population (Percentage)
Ethiopia,E5,0.06,37.2,45.0,36.2,58.44,1383.0,0.0,96.0,33.5,16.3,22.9,94.0,81.8,115.0,21.2,850,35.0,8.9,44.98,7.3,2.5,3.4,19.81,86.59,9.0,25.0,18.6,20.0,11.0,69.0,44.0,62950,2021,Low Income,0.3234782608695652,75.29565217391304
Finland,E1,31.56,134.9,,,38.0,72832.0,9.12,99.99,100.0,74.4,210.8,,240.7,5.5,85.2,47150,27.1,0.0,100.0,63.1,2.0,9.0,4.74,0.74,,,86.4,,,99.0,100.0,1729897,2017,High Income,24.527272727272727,13.454545454545455
Finland,E2,31.14,131.3,4.3,0.0,33.32,79847.0,9.09,100.0,100.0,74.0,214.7,,255.1,5.5,85.3,45490,27.4,0.1,100.0,100.0,1.8,9.0,4.82,0.68,4.0,0.0,87.7,93.0,89.0,100.0,100.0,1712000,2018,High Income,23.872727272727275,12.363636363636363
Finland,E3,31.03,129.9,4.3,0.0,31.2,84012.0,9.05,100.0,100.0,72.3,226.9,94.1,276.1,5.5,85.3,44740,27.4,0.0,100.0,100.0,1.5,9.0,4.82,0.69,4.0,0.0,87.5,92.0,88.0,100.0,100.0,1710000,2019,High Income,23.61818181818182,12.545454545454545
Finland,E4,31.45,129.5,0.0,0.0,28.82,84012.0,9.05,100.0,100.0,76.5,231.6,94.1,269.3,5.5,85.4,48300,27.4,0.1,100.0,100.0,1.4,9.1,4.91,0.61,0.0,0.0,88.9,93.0,93.0,100.0,100.0,1737000,2020,High Income,23.545454545454547,11.09090909090909
Finland,E5,32.48,129.2,1.0,0.0,27.68,84012.0,12.65,100.0,100.0,81.1,236.5,88.2,264.2,5.5,85.4,49580,27.4,0.1,100.0,100.0,1.4,9.3,4.96,0.57,1.0,0.0,89.6,96.0,95.0,100.0,100.0,1797000,2021,High Income,23.49090909090909,10.363636363636362
France,E1,41.68,103.5,,,83.0,47735.0,2.02,100.0,100.0,72.3,311.1,,2470.4,64.7,79.7,41100,31.9,0.0,100.0,90.5,1.8,7.9,50.28,14.18,,,78.0,,,88.0,80.0,26867000,2017,High Income,1.5996908809891808,21.916537867078826
France,E2,42.8,104.5,6.8,11.4,48.04,52671.0,2.16,100.0,100.0,71.5,299.6,84.0,2595.8,64.8,79.9,39070,31.6,0.1,100.0,90.5,1.8,7.9,51.26,13.41,6.0,10.0,79.3,88.0,82.0,88.0,78.0,27680000,2018,High Income,1.6126543209876545,20.694444444444446
France,E3,43.92,106.4,6.7,10.2,44.53,54598.0,2.15,100.0,100.0,82.3,283.6,86.0,2791.2,65.0,80.2,38340,31.6,0.1,100.0,100.0,1.9,7.8,52.2,12.64,6.0,9.0,80.5,89.0,83.0,88.0,79.0,28480000,2019,High Income,1.636923076923077,19.446153846153848
France,E4,44.78,108.4,4.3,4.4,45.77,54598.0,2.46,100.0,100.0,88.9,270.5,80.0,2717.2,65.1,80.4,41080,31.6,0.0,100.0,98.6,1.9,7.8,53.32,11.67,4.0,4.0,82.0,93.0,89.0,90.0,86.0,29100000,2020,High Income,1.665130568356375,17.926267281105993
France,E5,45.69,110.6,4.3,-1.2,40.46,54598.0,2.3,100.0,100.0,84.5,272.5,78.4,2515.0,65.3,80.7,42400,31.6,0.0,100.0,98.6,1.9,8.1,54.28,10.85,4.0,-1.0,83.3,94.0,90.0,85.0,86.0,29760000,2021,High Income,1.6937212863705973,16.6156202143951
Gabon,E1,0.57,144.9,,,142.5,9980.0,5.18,97.3,37.5,41.6,39.5,,14.0,2.0,88.1,7970,42.2,11.6,90.77,20.2,2.2,3.8,0.89,1.06,,,45.8,,,80.0,80.0,11082,2017,Upper-Middle Income,72.45,53.0
Gabon,E2,0.75,147.5,9.8,0.0,111.74,11401.0,5.05,97.33,37.52,41.6,39.6,,14.9,2.1,88.6,7080,38.0,11.6,91.9,21.7,2.2,3.7,0.97,1.04,5.0,0.0,48.1,51.0,46.0,85.0,85.0,15018,2018,Upper-Middle Income,70.23809523809524,49.523809523809526
Gabon,E3,0.72,129.0,14.8,8.2,71.83,11838.0,4.93,97.33,37.52,41.6,40.4,,16.9,2.1,89.0,6510,38.0,11.6,93.04,19.2,2.2,3.6,1.04,1.02,8.0,7.0,50.3,54.0,46.0,85.0,78.0,14967,2019,Upper-Middle Income,61.42857142857142,48.57142857142857
Gabon,E4,1.37,138.3,15.5,4.5,62.73,11838.0,4.82,98.5,34.7,41.6,39.7,90.0,16.7,2.2,89.4,6830,38.0,0.8,93.04,48.1,2.1,3.6,1.04,1.02,9.0,4.0,50.3,58.0,49.0,89.0,85.0,29099,2020,Upper-Middle Income,62.86363636363637,46.36363636363636
Gabon,E5,1.03,137.8,5.5,2.3,71.77,11838.0,4.61,98.5,38.5,41.6,39.2,64.0,13.9,2.2,89.7,7210,38.0,0.8,93.04,48.1,2.1,3.6,1.04,1.02,3.0,2.0,50.3,55.0,52.0,87.0,85.0,29099,2021,Upper-Middle Income,62.63636363636363,46.36363636363636
Germany,E1,37.55,117.8,,,81.0,42576.0,2.2,100.0,100.0,71.8,221.1,,3462.2,82.6,77.2,45850,31.9,0.0,100.0,95.5,1.5,8.6,71.98,10.2,,,87.6,,,92.0,94.0,30707429,2017,High Income,1.4261501210653753,12.34866828087167
Germany,E2,38.76,125.9,2.2,6.7,55.68,50594.0,2.3,100.0,100.0,71.3,214.8,84.0,3685.2,82.8,77.2,44290,31.9,0.0,100.0,100.0,1.5,8.6,69.51,13.08,2.0,6.0,84.2,89.0,87.0,90.0,84.0,31861900,2018,High Income,1.5205314009661837,15.797101449275363
Germany,E3,40.22,132.7,-3.5,-4.5,47.68,53757.0,2.3,100.0,100.0,68.0,211.2,82.0,3970.7,82.8,77.3,43680,31.9,0.0,100.0,94.4,1.5,8.6,69.84,12.91,-3.0,-4.0,84.4,86.0,89.0,89.0,93.0,33243300,2019,High Income,1.6026570048309179,15.591787439613528
Germany,E4,41.11,129.3,1.1,3.4,44.13,53757.0,2.41,100.0,100.0,63.0,205.0,92.0,3867.9,82.8,77.3,47150,31.9,0.0,100.0,94.4,1.5,8.7,72.1,10.74,1.0,3.0,87.0,88.0,87.0,88.0,85.0,34174900,2020,High Income,1.561594202898551,12.971014492753625
Germany,E5,41.99,128.4,7.8,3.3,39.89,53757.0,2.66,100.0,100.0,74.0,208.7,67.3,3699.0,82.8,77.4,48520,31.9,0.0,100.0,94.4,1.5,8.7,73.01,9.83,7.0,3.0,88.1,90.0,83.0,90.0,87.0,35071539,2021,High Income,1.5507246376811596,11.871980676328503
Ghana,E1,0.26,125.7,,,149.0,9093.0,0.36,92.2,49.5,35.6,24.2,,55.0,28.5,54.1,1940,43.5,3.5,79.3,49.3,1.8,6.9,6.96,20.89,,,25.0,,,82.0,69.0,73132,2017,Lower-Middle Income,4.410526315789474,73.29824561403508
Ghana,E2,0.3,134.5,56.2,16.0,79.54,9522.0,0.35,95.4,70.52,41.3,24.9,66.0,59.0,29.1,54.7,1820,43.5,3.5,79.0,49.3,1.8,6.8,9.87,18.61,18.0,13.0,34.7,32.0,14.0,81.0,68.0,86596,2018,Lower-Middle Income,4.621993127147766,63.951890034364254
Ghana,E3,0.2,126.2,40.0,16.4,66.3,18647.0,0.35,96.83,68.78,42.5,27.3,79.6,65.6,29.8,55.4,1890,43.5,4.7,82.39,33.6,1.8,6.7,11.03,18.09,14.0,12.0,37.9,35.0,21.0,73.0,61.0,56810,2019,Lower-Middle Income,4.23489932885906,60.70469798657718
Ghana,E4,0.21,137.5,18.0,14.3,57.52,18647.0,0.34,93.0,73.2,42.8,29.5,86.0,67.0,30.4,56.1,2130,43.5,4.7,82.39,19.9,1.8,6.6,11.03,18.09,9.0,12.0,37.9,50.0,41.0,84.0,72.0,62320,2020,Lower-Middle Income,4.523026315789474,59.506578947368425
Ghana,E5,0.19,134.3,23.9,5.7,55.46,18647.0,0.33,93.0,74.5,38.7,31.5,79.2,69.3,31.1,56.7,2220,43.5,4.7,82.39,19.9,1.8,6.6,11.03,18.09,11.0,5.0,37.9,46.0,35.0,88.0,83.0,57465,2021,Lower-Middle Income,4.318327974276528,58.167202572347264
Greece,E1,32.26,117.9,,,63.0,77597.0,1.78,99.99,100.0,68.5,133.0,,195.2,10.6,78.0,20320,35.0,0.8,100.0,89.1,2.0,7.5,7.12,3.54,,,66.8,,,92.0,85.0,3439034,2017,High Income,11.122641509433963,33.39622641509435
Greece,E2,34.06,118.1,11.6,10.6,45.48,71965.0,0.89,100.0,100.0,66.9,129.6,98.0,203.0,10.6,78.4,18890,34.4,0.8,100.0,93.9,2.0,7.2,7.33,3.28,8.0,10.0,69.1,69.0,61.0,94.0,84.0,3615029,2018,High Income,11.141509433962264,30.943396226415093
Greece,E3,35.75,122.4,8.8,8.6,35.13,90226.0,0.9,100.0,100.0,68.9,128.2,96.0,217.5,10.5,78.7,18360,34.4,0.6,100.0,72.0,2.0,7.3,7.39,3.18,6.0,8.0,69.9,68.0,62.0,93.0,85.0,3778268,2019,High Income,11.657142857142858,30.28571428571429
Greece,E4,37.65,115.7,8.3,3.2,31.68,116435.0,1.9,100.0,100.0,70.8,122.9,94.0,209.2,10.5,79.1,19620,34.4,0.4,100.0,72.0,1.9,7.3,7.6,2.92,6.0,3.0,72.2,72.0,66.0,93.0,90.0,3961864,2020,High Income,11.019047619047619,27.809523809523807
Greece,E5,39.62,113.4,9.2,4.3,29.79,140793.0,2.87,100.0,100.0,70.7,131.2,94.0,194.4,10.4,79.4,20320,34.4,0.4,100.0,72.0,1.9,7.4,7.92,2.55,7.0,4.0,75.7,76.0,69.0,92.0,88.0,4118113,2021,High Income,10.903846153846153,24.519230769230766
Guatemala,E1,2.83,111.5,,,84.0,23219.0,0.0,97.4,81.4,51.8,100.6,,66.1,16.6,50.0,3700,48.3,2.5,91.92,0.0,2.3,5.9,4.68,11.57,,,28.8,,,73.0,68.0,459847,2017,Lower-Middle Income,6.716867469879517,69.69879518072288
Guatemala,E2,3.05,110.1,39.1,15.0,51.19,21493.0,0.0,99.57,83.71,49.6,96.6,88.0,71.6,16.9,50.3,3870,48.3,2.5,93.3,0.0,2.2,5.9,5.72,10.86,18.0,12.0,34.5,46.0,28.0,80.0,68.0,506000,2018,Lower-Middle Income,6.514792899408285,64.26035502958581
Guatemala,E3,3.14,118.2,14.3,12.3,52.3,18591.0,0.0,99.59,84.2,51.0,98.0,96.1,73.1,17.2,50.7,4090,48.3,2.5,94.7,44.0,2.2,5.9,6.88,10.03,6.0,10.0,40.7,42.0,36.0,81.0,71.0,531000,2019,Upper-Middle Income,6.872093023255815,58.31395348837209
Guatemala,E4,3.14,118.7,22.2,13.5,41.54,18591.0,0.0,91.9,93.8,50.2,93.4,96.0,76.7,17.6,51.1,4390,48.3,2.5,94.7,44.0,2.3,5.6,6.88,10.03,10.0,10.0,40.7,45.0,35.0,74.0,64.0,531000,2020,Upper-Middle Income,6.744318181818182,56.98863636363636
Guatemala,E5,3.14,118.7,29.2,20.0,34.71,18591.0,0.0,99.6,84.8,50.6,91.5,88.0,75.5,17.9,51.4,4610,48.3,2.5,94.7,44.0,2.3,5.3,6.88,10.03,14.0,14.0,40.7,48.0,34.0,70.0,56.0,531000,2021,Upper-Middle Income,6.631284916201118,56.03351955307263
Guinea,E1,0.01,94.2,,,142.5,2133.0,0.0,53.4,10.8,23.4,39.5,,8.6,11.7,35.1,760,33.7,10.3,33.5,20.2,2.2,3.1,0.94,10.49,,,8.2,,,59.0,54.0,1000,2017,Low Income,8.051282051282053,89.65811965811966
Guinea,E2,0.01,94.6,56.5,9.2,96.78,3651.0,0.0,46.15,0.99,26.4,39.6,,10.3,12.1,35.5,780,33.7,10.3,35.4,21.7,2.2,3.1,1.15,10.59,13.0,6.0,9.8,23.0,10.0,65.0,59.0,1100,2018,Low Income,7.818181818181818,87.52066115702479
Guinea,E3,0.01,97.0,34.8,15.4,200.76,8771.0,0.0,46.15,0.99,29.1,40.4,82.0,12.2,12.4,35.8,830,33.7,10.3,44.0,1.7,2.1,3.1,1.38,10.69,8.0,12.0,11.4,23.0,15.0,78.0,66.0,1127,2019,Low Income,7.82258064516129,86.20967741935483
Guinea,E4,0.01,96.8,43.8,11.3,166.92,5710.0,0.0,53.1,12.2,31.9,39.7,82.0,13.6,12.8,36.1,850,33.7,10.3,44.0,1.7,2.1,3.1,2.71,9.7,14.0,9.0,21.8,32.0,18.0,80.0,71.0,1213,2020,Low Income,7.562499999999999,75.78124999999999
Guinea,E5,0.01,100.8,44.8,23.9,123.57,5710.0,0.0,83.9,23.7,33.3,39.2,92.0,14.4,13.1,36.5,950,33.7,10.3,44.0,1.7,2.1,3.1,2.71,9.7,13.0,21.0,21.8,29.0,16.0,88.0,67.0,1250,2021,Low Income,7.694656488549619,74.04580152671755
Honduras,E1,2.17,88.3,,,111.0,16484.0,0.0,97.3,79.9,39.8,100.6,,21.6,8.7,55.2,2060,51.1,5.4,91.6,42.4,2.3,5.8,2.32,6.25,,,27.1,,,84.0,86.0,197379,2017,Lower-Middle Income,10.149425287356323,71.83908045977012
Honduras,E2,2.38,84.5,13.6,3.7,63.95,31500.0,1.1,81.29,64.89,37.0,96.6,,23.0,8.9,55.8,2120,50.5,5.6,86.5,51.2,2.2,5.9,2.57,6.14,6.0,3.0,29.5,44.0,38.0,81.0,78.0,220386,2018,Lower-Middle Income,9.49438202247191,68.98876404494382
Honduras,E3,2.53,87.3,26.5,10.6,50.52,48222.0,1.08,81.44,66.64,35.1,98.0,,23.9,9.0,56.5,2250,52.1,7.3,91.89,53.1,2.1,5.7,2.85,6.01,13.0,9.0,32.1,49.0,36.0,85.0,76.0,238291,2019,Lower-Middle Income,9.7,66.77777777777779
Honduras,E4,3.7,79.2,20.4,3.8,53.71,48222.0,1.11,85.7,69.7,33.9,93.4,96.0,24.9,9.8,57.1,2320,52.1,6.8,91.89,35.5,2.4,5.6,2.85,6.01,10.0,3.0,32.1,49.0,39.0,80.0,77.0,354861,2020,Lower-Middle Income,8.081632653061224,61.32653061224489
Honduras,E5,4.01,77.6,13.2,6.6,46.56,48222.0,1.03,90.6,68.2,27.1,91.5,96.0,24.1,9.9,57.7,2390,52.1,6.6,91.89,35.5,2.3,5.4,2.85,6.01,7.0,5.0,32.1,53.0,46.0,76.0,71.0,390377,2021,Lower-Middle Income,7.838383838383837,60.7070707070707
Hong Kong,E1,32.67,232.7,,,67.0,4825403.0,6.9,99.99,100.0,68.1,205.6,,320.8,7.2,100.0,41180,53.9,0.3,100.0,63.1,2.0,6.5,6.1,1.08,,,84.9,,,86.4,80.4,2347833,2017,High Income,32.31944444444444,15.0
Hong Kong,E2,36.25,242.8,2.4,-1.1,36.4,5985423.0,6.85,100.0,100.0,69.6,212.6,,341.2,7.3,100.0,42970,53.9,0.5,100.0,94.1,2.0,6.4,6.34,0.91,2.0,-1.0,87.5,85.0,83.0,91.0,92.0,2626028,2018,High Income,33.26027397260274,12.465753424657535
Hong Kong,E3,36.38,251.8,10.5,5.3,32.66,8203481.0,6.79,100.0,100.0,70.7,210.2,,361.7,7.4,100.0,46390,53.9,0.5,100.0,95.3,2.0,6.3,6.53,0.77,9.0,5.0,89.4,86.0,77.0,95.0,90.0,2658068,2019,High Income,34.027027027027025,10.405405405405405
Hong Kong,E4,36.83,269.9,10.5,2.4,32.36,10767262.0,6.78,100.0,100.0,71.7,182.5,92.0,365.7,7.4,100.0,50060,53.9,0.2,100.0,95.3,2.0,6.1,6.67,0.7,9.0,2.2,90.5,86.0,77.0,91.0,88.8,2714679,2020,High Income,36.47297297297297,9.459459459459458
Hong Kong,E5,37.72,288.5,0.0,0.0,27.42,14385291.0,0.0,100.0,100.0,84.6,172.8,80.0,361.1,7.5,100.0,50840,53.9,0.3,100.0,95.6,2.0,6.0,6.82,0.61,0.0,0.0,91.7,86.0,86.0,94.0,94.0,2787835,2021,High Income,38.46666666666667,8.133333333333333
Hungary,E1,27.81,101.3,,,40.0,51252.0,2.04,99.99,100.0,48.8,146.4,,128.3,9.8,70.5,13220,30.3,0.4,100.0,99.0,2.0,6.8,7.12,2.66,,,72.8,,,89.0,88.0,2718794,2017,High Income,10.33673469387755,27.142857142857142
Hungary,E2,28.86,102.0,4.0,3.3,31.86,54980.0,2.05,100.0,100.0,49.7,146.4,92.0,142.7,9.7,70.8,13050,30.6,0.3,100.0,99.0,1.5,6.7,7.73,2.02,3.0,3.0,79.3,75.0,72.0,92.0,89.0,2814523,2018,High Income,10.515463917525773,20.824742268041238
Hungary,E3,30.39,102.2,8.0,4.4,28.18,60929.0,2.06,100.0,100.0,66.8,156.2,90.6,160.1,9.7,71.1,13080,30.6,0.7,100.0,98.7,1.5,6.6,7.47,2.26,6.0,4.0,76.8,75.0,69.0,91.0,87.0,2956585,2019,High Income,10.536082474226806,23.298969072164947
Hungary,E4,31.72,103.4,1.3,2.2,28.68,60929.0,2.06,100.0,100.0,68.9,153.2,96.0,163.2,9.7,71.4,14760,30.6,0.3,100.0,98.7,1.5,6.6,7.38,2.32,1.0,2.0,76.1,78.0,77.0,93.0,91.0,3079549,2020,High Income,10.659793814432991,23.917525773195877
Hungary,E5,32.94,106.1,2.6,1.1,26.2,60929.0,2.07,100.0,100.0,70.3,155.9,76.0,150.8,9.7,71.6,16140,30.6,0.3,100.0,98.7,1.6,6.6,7.78,1.9,2.0,1.0,80.4,76.0,74.0,93.0,92.0,3189689,2021,High Income,10.938144329896907,19.587628865979383
India,E1,1.29,76.4,,,120.0,8570.0,0.05,96.0,74.0,23.0,27.2,,2294.8,1324.5,32.8,1600,37.8,4.3,89.67,38.0,2.6,7.7,222.73,1087.43,,,17.0,,,86.0,78.0,16942750,2017,Lower-Middle Income,0.05768214420536052,82.10117025292564
India,E2,1.41,85.1,25.0,7.6,80.56,20986.0,0.09,97.3,74.36,24.0,24.1,100.0,2652.4,1338.7,33.2,1680,37.8,4.3,92.6,38.0,2.5,7.8,291.39,1033.12,6.0,6.0,22.0,24.0,18.0,79.0,73.0,18653312,2018,Lower-Middle Income,0.06356913423470531,77.17337715694329
India,E3,1.33,87.3,60.0,24.4,73.15,22775.0,0.13,98.0,82.14,58.7,19.8,83.9,2713.4,1352.6,33.6,1830,37.8,4.3,95.24,24.4,2.5,7.2,428.38,910.3,12.0,19.0,32.0,20.0,8.0,78.0,59.0,17856024,2019,Lower-Middle Income,0.0645423628567204,67.30001478633743
India,E4,1.34,86.9,57.1,16.9,69.19,100527.0,0.17,99.6,91.9,53.7,17.7,96.0,2868.9,1366.4,34.0,2010,37.8,4.3,95.24,24.4,2.6,7.2,271.63,1081.01,20.0,15.0,20.1,35.0,15.0,89.0,74.0,18170000,2020,Lower-Middle Income,0.06359777517564402,79.11372950819671
India,E5,1.4,84.3,60.7,21.6,56.09,100527.0,0.17,100.0,99.4,61.8,20.8,87.0,2568.0,1380.0,34.5,2130,37.8,4.3,95.24,32.9,2.6,6.9,271.63,1081.01,17.0,16.0,20.1,28.0,11.0,74.0,58.0,19749488,2021,Lower-Middle Income,0.06108695652173913,78.33405797101449
Indonesia,E1,1.54,131.2,,,79.0,26604.0,0.16,94.2,65.6,16.0,28.0,,931.6,258.2,53.3,3430,39.4,1.2,97.62,51.9,1.8,7.0,56.43,199.33,,,22.1,,,76.0,66.0,3983000,2017,Lower-Middle Income,0.5081332300542215,77.19984508133231
Indonesia,E2,2.0,147.4,17.6,15.0,64.28,25105.0,0.19,99.16,81.61,19.8,28.2,88.0,1015.5,260.6,54.0,3400,39.4,1.2,98.14,51.9,1.8,7.0,65.7,192.49,6.0,12.0,25.4,34.0,28.0,80.0,68.0,5227393,2018,Lower-Middle Income,0.5656178050652341,73.86415963161934
Indonesia,E3,2.35,164.4,8.8,-1.3,55.74,30400.0,0.19,100.0,88.6,52.8,26.4,96.0,1042.1,262.9,54.7,3530,39.0,1.0,98.51,51.2,1.9,6.4,84.26,176.32,3.0,-1.0,32.3,34.0,31.0,76.0,77.0,6215923,2019,Lower-Middle Income,0.6253328261696464,67.06732597945987
Indonesia,E4,3.32,119.3,8.1,5.6,56.58,52996.0,0.19,100.0,96.2,45.9,26.8,92.0,1119.1,265.3,55.3,3850,39.0,0.9,98.51,51.2,1.8,6.4,104.92,158.01,3.0,4.0,39.9,37.0,34.0,71.0,67.0,8874116,2020,Lower-Middle Income,0.44967960799095363,59.55898982284206
Indonesia,E5,3.8,126.1,10.9,9.2,43.05,132949.0,0.19,100.0,98.8,37.9,32.3,80.0,1081.0,267.5,56.0,4050,39.0,0.7,98.51,61.4,1.8,6.5,126.52,138.78,5.0,7.0,47.7,46.0,41.0,76.0,69.0,9411805,2021,Upper-Middle Income,0.4714018691588785,51.88037383177571
Iran,E1,8.42,94.6,,,97.0,8371.0,0.38,100.0,94.8,29.4,51.8,,425.4,79.6,73.4,5370,40.0,0.0,100.0,89.1,2.4,2.2,35.58,42.91,,,45.3,,,92.0,76.0,6608662,2017,Upper-Middle Income,1.1884422110552764,53.90703517587939
Iran,E2,9.56,101.2,-3.9,13.5,62.19,15409.0,0.37,100.0,96.3,33.3,54.8,89.4,461.0,80.7,73.9,5500,40.8,0.0,100.0,89.1,2.4,2.3,42.35,37.21,-2.0,13.0,53.2,51.0,53.0,96.0,83.0,7608560,2018,Upper-Middle Income,1.2540272614622057,46.1090458488228
Iran,E3,10.66,107.9,17.6,14.0,53.42,20303.0,0.49,100.0,96.3,36.9,58.0,88.7,468.1,81.8,74.4,5420,40.8,0.0,100.0,36.3,2.4,2.5,51.67,29.01,13.0,13.0,64.0,74.0,61.0,93.0,80.0,8599949,2019,Upper-Middle Income,1.319070904645477,35.46454767726161
Iran,E4,12.71,108.5,0.0,6.2,42.19,23697.0,0.49,100.0,95.7,40.5,62.4,94.3,581.3,82.9,74.9,5420,40.8,0.0,100.0,36.3,2.5,2.5,57.26,24.54,0.0,6.0,70.0,61.0,61.0,96.0,90.0,9806123,2020,Upper-Middle Income,1.3088057901085643,29.601930036188172
Iran,E5,10.58,142.4,7.4,15.1,37.63,23697.0,0.48,100.0,96.1,31.2,68.3,85.9,589.8,84.0,75.4,5420,40.8,0.0,100.0,36.3,2.7,2.4,57.26,24.54,5.0,14.0,70.0,68.0,63.0,93.0,79.0,8626182,2021,Upper-Middle Income,1.6952380952380952,29.214285714285715
Ireland,E1,28.15,105.4,,,57.0,75942.0,4.25,99.99,100.0,95.7,342.0,,299.2,4.7,62.5,50350,32.8,0.3,100.0,89.1,2.0,8.8,3.88,0.77,,,83.5,,,87.0,88.0,1309467,2017,High Income,22.425531914893618,16.382978723404253
Ireland,E2,28.97,103.8,3.3,-1.1,46.81,75942.0,4.23,100.0,100.0,95.3,331.0,82.0,337.2,4.8,62.7,52490,32.8,0.3,100.0,93.9,1.4,9.2,3.88,0.77,3.0,-1.0,83.5,91.0,88.0,89.0,90.0,1360204,2018,High Income,21.625,16.041666666666668
Ireland,E3,29.43,103.1,-9.8,-2.2,42.79,78786.0,6.3,100.0,100.0,92.2,317.5,90.2,386.6,4.8,63.0,53480,32.8,0.1,100.0,92.3,1.4,9.2,4.0,0.76,-8.0,-2.0,84.1,82.0,90.0,92.0,94.0,1398798,2019,High Income,21.479166666666668,15.833333333333336
Ireland,E4,29.68,103.2,-8.0,-4.3,44.3,78786.0,6.23,100.0,100.0,99.3,308.6,92.0,398.5,4.9,63.2,59640,32.8,0.1,100.0,92.3,1.4,9.2,4.07,0.75,-7.0,-4.0,84.5,87.0,94.0,93.0,97.0,1430160,2020,High Income,21.06122448979592,15.30612244897959
Ireland,E5,29.95,105.7,-5.9,3.3,38.26,78786.0,6.14,100.0,100.0,95.4,287.5,88.0,385.3,4.9,63.4,62210,32.8,0.1,100.0,92.3,1.4,9.2,4.07,0.75,-5.0,3.0,84.5,85.0,90.0,91.0,88.0,1462549,2021,High Income,21.57142857142857,15.30612244897959
Israel,E1,27.24,132.5,,,60.0,55092.0,1.19,99.99,100.0,56.1,237.0,,318.6,8.5,92.2,36030,39.0,0.2,100.0,60.3,2.3,7.8,6.48,1.9,,,77.4,,,98.0,97.0,2173000,2017,High Income,15.588235294117647,22.352941176470587
Israel,E2,27.85,130.3,6.7,0.0,42.23,58058.0,1.17,100.0,100.0,59.6,225.8,,352.6,8.7,92.3,36360,39.0,0.2,100.0,85.0,2.1,7.8,6.8,1.74,6.0,0.0,79.7,90.0,84.0,95.0,95.0,2258000,2018,High Income,14.977011494252876,20.0
Israel,E3,28.41,127.9,1.1,2.0,36.96,57245.0,1.15,100.0,100.0,66.1,218.7,84.0,370.0,8.9,92.3,37420,39.0,0.0,100.0,85.0,2.8,7.8,7.11,1.6,1.0,2.0,81.6,88.0,87.0,100.0,98.0,2342000,2019,High Income,14.370786516853933,17.97752808988764
Israel,E4,29.05,127.7,-2.2,-1.0,35.89,57245.0,1.13,100.0,100.0,69.7,205.0,84.0,394.6,9.1,92.4,40930,39.0,0.0,100.0,85.0,2.8,7.8,7.44,1.44,-2.0,-1.0,83.7,92.0,94.0,99.0,100.0,2435000,2020,High Income,14.032967032967035,15.824175824175823
Israel,E5,29.12,137.3,1.2,0.0,35.96,57245.0,1.1,100.0,100.0,72.3,201.3,96.0,386.4,9.2,92.5,43290,39.0,0.0,100.0,85.0,2.8,7.9,7.85,1.2,1.0,0.0,86.8,83.0,82.0,96.0,96.0,2481000,2021,High Income,14.923913043478263,13.043478260869565
Italy,E1,24.6,144.8,,,59.0,28392.0,1.51,100.0,100.0,64.8,184.0,,1877.3,60.7,69.6,32980,35.2,0.9,100.0,85.3,1.8,8.0,35.22,25.36,,,58.1,,,93.0,97.0,14900171,2017,High Income,2.385502471169687,41.779242174629324
Italy,E2,25.66,141.7,6.7,4.2,50.2,32257.0,1.35,100.0,100.0,63.9,197.5,86.0,1963.1,60.7,69.9,31950,35.9,1.4,100.0,85.3,1.7,8.0,37.2,23.46,6.0,4.0,61.3,89.0,83.0,96.0,92.0,15563279,2018,High Income,2.3344316309719932,38.64909390444811
Italy,E3,27.34,138.2,12.6,9.4,52.54,33968.0,1.68,100.0,100.0,69.7,207.7,96.1,2092.1,60.6,70.1,31360,35.9,1.2,100.0,88.3,1.8,8.0,38.27,22.4,11.0,9.0,63.1,87.0,76.0,96.0,87.0,16586376,2019,High Income,2.2805280528052805,36.96369636963696
Italy,E4,28.14,137.5,10.9,9.1,55.16,33968.0,1.81,100.0,100.0,71.7,194.7,96.0,2003.4,60.6,70.4,33770,35.9,1.1,100.0,88.3,1.7,7.7,45.1,15.53,10.0,9.0,74.4,92.0,82.0,99.0,90.0,17060505,2020,High Income,2.268976897689769,25.627062706270625
Italy,E5,28.85,131.3,10.3,2.0,46.69,33968.0,1.65,100.0,100.0,83.9,191.7,82.7,1835.0,60.5,70.7,34460,35.9,1.1,100.0,88.3,1.7,7.5,45.1,15.53,10.0,2.0,74.4,97.0,87.0,98.0,96.0,17376499,2021,High Income,2.1702479338842977,25.669421487603305
Jamaica,E1,7.92,108.5,,,94.0,35654.0,3.48,98.4,98.4,52.6,100.6,,14.0,2.7,54.8,4710,45.5,0.4,97.0,93.3,2.3,7.4,1.15,1.57,,,42.2,,,82.8,81.1,228890,2017,Upper-Middle Income,40.18518518518518,58.14814814814815
